symbol_name,symbol_kind,path,line_range,module_category,relevance,inspected,notes
HybridSearchService,class,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,160-170,RAG,indirect,yes,Scanned type definition for HybridSearchService
RetrievalIteration,struct,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,22-32,RAG,indirect,yes,Scanned type definition for RetrievalIteration
IterativeRetrievalResult,struct,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,32-42,RAG,indirect,yes,Scanned type definition for IterativeRetrievalResult
IterativeRetrievalConfig,struct,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,56-66,RAG,indirect,yes,Scanned type definition for IterativeRetrievalConfig
IterativeRetrievalError,enum,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,425-435,RAG,indirect,yes,Scanned type definition for IterativeRetrievalError
Config,struct,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,20-30,RAG,indirect,yes,Scanned type definition for Config
ExpansionResult,struct,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,65-75,RAG,indirect,yes,Scanned type definition for ExpansionResult
CalibrationParameters,struct,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,26-36,RAG,indirect,yes,Scanned type definition for CalibrationParameters
CalibratedConfidence,struct,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,79-89,RAG,indirect,yes,Scanned type definition for CalibratedConfidence
ConfidenceLevel,enum,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,91-101,RAG,indirect,yes,Scanned type definition for ConfidenceLevel
ConfidenceComponents,struct,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,109-119,RAG,indirect,yes,Scanned type definition for ConfidenceComponents
ConfidenceCalibrationService,extension,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,287-297,RAG,indirect,yes,Scanned type definition for ConfidenceCalibrationService
DomainIsolationService,enum,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,2-12,RAG,indirect,yes,Scanned type definition for DomainIsolationService
ScientificDomain,enum,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,4-14,RAG,indirect,yes,Scanned type definition for ScientificDomain
Classification,struct,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,87-97,RAG,indirect,yes,Scanned type definition for Classification
ClassifiedChunk,struct,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,94-104,RAG,indirect,yes,Scanned type definition for ClassifiedChunk
Assessment,struct,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,99-109,RAG,indirect,yes,Scanned type definition for Assessment
RAGQualityMetrics,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,37-47,RAG,indirect,yes,Scanned type definition for RAGQualityMetrics
RAGBenchmarkCaseResult,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,94-104,RAG,indirect,yes,Scanned type definition for RAGBenchmarkCaseResult
QueryClass,enum,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,96-106,RAG,indirect,yes,Scanned type definition for QueryClass
RAGBenchmarkPipelineCensus,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,117-127,RAG,indirect,yes,Scanned type definition for RAGBenchmarkPipelineCensus
RAGBenchmarkSuiteResult,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,152-162,RAG,indirect,yes,Scanned type definition for RAGBenchmarkSuiteResult
QATestCase,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,163-173,RAG,indirect,yes,Scanned type definition for QATestCase
AnswerType,enum,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,170-180,RAG,indirect,yes,Scanned type definition for AnswerType
Difficulty,enum,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,178-188,RAG,indirect,yes,Scanned type definition for Difficulty
EmbeddingSimilarityPair,struct,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,187-197,RAG,indirect,yes,Scanned type definition for EmbeddingSimilarityPair
QualityAssuranceService,actor,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,197-207,RAG,indirect,yes,Scanned type definition for QualityAssuranceService
QualityAssuranceService,extension,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,837-847,RAG,indirect,yes,Scanned type definition for QualityAssuranceService
SourceOnlyClaimDraft,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,7-17,RAG,indirect,yes,Scanned type definition for SourceOnlyClaimDraft
SourceOnlyDomainBlockDraft,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,26-36,RAG,indirect,yes,Scanned type definition for SourceOnlyDomainBlockDraft
SourceOnlyAnswerDraft,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,69-79,RAG,indirect,yes,Scanned type definition for SourceOnlyAnswerDraft
SourceOnlyClaimReview,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,91-101,RAG,indirect,yes,Scanned type definition for SourceOnlyClaimReview
SourceOnlyReviewBundle,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,113-123,RAG,indirect,yes,Scanned type definition for SourceOnlyReviewBundle
SourceOnlyClaimVerdict,enum,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,117-127,RAG,indirect,yes,Scanned type definition for SourceOnlyClaimVerdict
SourceOnlyVerifiedClaim,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,124-134,RAG,indirect,yes,Scanned type definition for SourceOnlyVerifiedClaim
SourceOnlyAnswerOutcome,struct,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,138-148,RAG,indirect,yes,Scanned type definition for SourceOnlyAnswerOutcome
RAGVerificationResult,struct,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,24-34,RAG,indirect,yes,Scanned type definition for RAGVerificationResult
GateResult,struct,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,33-43,RAG,indirect,yes,Scanned type definition for GateResult
ClaimResult,struct,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,39-49,RAG,indirect,yes,Scanned type definition for ClaimResult
Verdict,enum,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,41-51,RAG,indirect,yes,Scanned type definition for Verdict
VerificationGate,enum,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,62-72,RAG,indirect,yes,Scanned type definition for VerificationGate
VerificationConfig,struct,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,77-87,RAG,indirect,yes,Scanned type definition for VerificationConfig
VerificationGateService,actor,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,126-136,RAG,indirect,yes,Scanned type definition for VerificationGateService
VerificationGateService,extension,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,1509-1519,RAG,indirect,yes,Scanned type definition for VerificationGateService
AgenticRetrievalQuality,enum,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,10-20,RAG,indirect,yes,Scanned type definition for AgenticRetrievalQuality
AgenticReasoningPolicy,struct,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,35-45,RAG,indirect,yes,Scanned type definition for AgenticReasoningPolicy
AgenticPolicyService,enum,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,84-94,RAG,indirect,yes,Scanned type definition for AgenticPolicyService
AutoTuneService,enum,OpenIntelligence/Services/RAG/Tuning/AutoTuneService.swift,10-20,RAG,indirect,yes,Scanned type definition for AutoTuneService
QueryConfidencePolicy,struct,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,10-20,RAG,indirect,yes,Scanned type definition for QueryConfidencePolicy
ConfidencePolicyService,enum,OpenIntelligence/Services/RAG/Tuning/ConfidencePolicyService.swift,19-29,RAG,indirect,yes,Scanned type definition for ConfidencePolicyService
EvidenceScoringPolicyService,enum,OpenIntelligence/Services/RAG/Tuning/EvidenceScoringPolicyService.swift,10-20,RAG,indirect,yes,Scanned type definition for EvidenceScoringPolicyService
RetrievalMetrics,struct,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,10-20,RAG,indirect,yes,Scanned type definition for RetrievalMetrics
RetrievalFilteringDecision,struct,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,17-27,RAG,indirect,yes,Scanned type definition for RetrievalFilteringDecision
RetrievalCascadeDecision,struct,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,24-34,RAG,indirect,yes,Scanned type definition for RetrievalCascadeDecision
AgenticRetrievalStage,enum,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,31-41,RAG,indirect,yes,Scanned type definition for AgenticRetrievalStage
RetrievalPolicyService,enum,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,41-51,RAG,indirect,yes,Scanned type definition for RetrievalPolicyService
CachedDocument,struct,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,15-25,persistence,direct,yes,Scanned type definition for CachedDocument
SourceType,enum,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,24-34,persistence,direct,yes,Scanned type definition for SourceType
DocumentationCacheService,actor,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,81-91,persistence,direct,yes,Scanned type definition for DocumentationCacheService
DocumentationCacheService,extension,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,411-421,persistence,direct,yes,Scanned type definition for DocumentationCacheService
FullTextStorageService,actor,OpenIntelligence/Services/Storage/FullTextStorageService.swift,14-24,persistence,direct,yes,Scanned type definition for FullTextStorageService
SearchMatch,struct,OpenIntelligence/Services/Storage/FullTextStorageService.swift,223-233,persistence,direct,yes,Scanned type definition for SearchMatch
SQLiteFullTextService,actor,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,45-55,persistence,direct,yes,Scanned type definition for SQLiteFullTextService
StructuredChunkMetadata,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,46-56,persistence,direct,yes,Scanned type definition for StructuredChunkMetadata
SQLiteChunk,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,63-73,persistence,direct,yes,Scanned type definition for SQLiteChunk
PageSearchResult,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,498-508,persistence,direct,yes,Scanned type definition for PageSearchResult
ChunkSearchResult,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,738-748,persistence,direct,yes,Scanned type definition for ChunkSearchResult
FTS5Statistics,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,1944-1954,persistence,direct,yes,Scanned type definition for FTS5Statistics
ContainerStat,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,1956-1966,persistence,direct,yes,Scanned type definition for ContainerStat
DocumentStat,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2076-2086,persistence,direct,yes,Scanned type definition for DocumentStat
FTS5IndexInfo,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2137-2147,persistence,direct,yes,Scanned type definition for FTS5IndexInfo
DeepDiagnostics,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2236-2246,persistence,direct,yes,Scanned type definition for DeepDiagnostics
TableStat,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2254-2264,persistence,direct,yes,Scanned type definition for TableStat
TermFrequency,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2349-2359,persistence,direct,yes,Scanned type definition for TermFrequency
TermDistribution,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2527-2537,persistence,direct,yes,Scanned type definition for TermDistribution
DocumentLengthStat,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2581-2591,persistence,direct,yes,Scanned type definition for DocumentLengthStat
SearchPerformanceMetrics,struct,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,2655-2665,persistence,direct,yes,Scanned type definition for SearchPerformanceMetrics
BNNSVectorDatabase,actor,OpenIntelligence/Services/VectorStore/BNNSVectorDatabase.swift,50-60,persistence,indirect,yes,Scanned type definition for BNNSVectorDatabase
VectorDatabase,protocol,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,13-23,persistence,indirect,yes,Scanned type definition for VectorDatabase
VectorDatabase,extension,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,66-76,persistence,indirect,yes,Scanned type definition for VectorDatabase
VectorDatabaseStats,struct,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,78-88,persistence,indirect,yes,Scanned type definition for VectorDatabaseStats
InMemoryVectorDatabase,class,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,88-98,persistence,indirect,yes,Scanned type definition for InMemoryVectorDatabase
VectorDatabaseError,enum,OpenIntelligence/Services/VectorStore/VectorDatabase.swift,401-411,persistence,indirect,yes,Scanned type definition for VectorDatabaseError
CloudConsentPromptView,struct,OpenIntelligence/UI/Components/CloudConsentPromptView.swift,2-12,routing,indirect,yes,Scanned type definition for CloudConsentPromptView
InfoButtonView,struct,OpenIntelligence/UI/Components/InfoButtonView.swift,8-18,UI,indirect,yes,Scanned type definition for InfoButtonView
IngestionConsoleView,struct,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,35-45,ingestion,indirect,yes,Scanned type definition for IngestionConsoleView
IngestionConsoleLogRow,struct,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,150-160,ingestion,indirect,yes,Scanned type definition for IngestionConsoleLogRow
IngestionQueueOverlay,struct,OpenIntelligence/UI/Components/IngestionQueueOverlay.swift,290-300,ingestion,indirect,yes,Scanned type definition for IngestionQueueOverlay
ModelStatusIndicator,struct,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,11-21,UI,direct,yes,Scanned type definition for ModelStatusIndicator
ModelQuickSelector,struct,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,141-151,UI,direct,yes,Scanned type definition for ModelQuickSelector
QuickModelPickerSheet,struct,OpenIntelligence/UI/Components/ModelStatusIndicator.swift,202-212,UI,direct,yes,Scanned type definition for QuickModelPickerSheet
ShadowModifier,struct,OpenIntelligence/UI/DesignSystem/Theme.swift,175-185,UI,indirect,yes,Scanned type definition for ShadowModifier
View,extension,OpenIntelligence/UI/DesignSystem/Theme.swift,896-906,UI,indirect,yes,Scanned type definition for View
IngestionLiveActivityWidget,struct,OpenIntelligenceLiveActivities/IngestionLiveActivityWidget.swift,6-16,ingestion,indirect,yes,Scanned type definition for IngestionLiveActivityWidget
OpenIntelligenceLiveActivitiesBundle,struct,OpenIntelligenceLiveActivities/OpenIntelligenceLiveActivitiesBundle.swift,5-15,model,indirect,yes,Scanned type definition for OpenIntelligenceLiveActivitiesBundle
DummyVectorDatabase,class,OpenIntelligenceTests/Services/RAG/Retrieval/HybridSearchServiceTests.swift,5-15,RAG,indirect,yes,Scanned type definition for DummyVectorDatabase
