function_name,parent_type,file_path,approximate_line_range,visibility,async,throws,primary_purpose,inputs,outputs,calls_known,called_by_known,reads_files,writes_files,touches_userdefaults,touches_keychain,touches_icloud,touches_pcc_or_cloud,touches_storekit,background_sensitive,app_lifecycle_sensitive,relevance,risk_level,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
updateUIView,CameraPreviewLayer,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,809-811,internal,No,No,Method of CameraPreviewLayer,"_ uiView: CameraPreviewUIView, context: Context",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from CameraPreviewLayer
layoutSubviews,CameraPreviewUIView,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,840-843,internal,No,No,Method of CameraPreviewUIView,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from CameraPreviewUIView
convertPoint,HumanWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1232-1237,internal,No,No,Method of HumanWireframe,_ point: CGPoint,CGPoint,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from HumanWireframe
anatomicalJointSize,HumanWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1240-1264,internal,No,No,Method of HumanWireframe,for name: String,CGFloat,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from HumanWireframe
boneThickness,HumanWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1267-1269,internal,No,No,Method of HumanWireframe,from connection: PoseConnection,CGFloat,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from HumanWireframe
convertPoint,AnimalWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1326-1331,internal,No,No,Method of AnimalWireframe,_ point: CGPoint,CGPoint,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from AnimalWireframe
animalJointSize,AnimalWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1334-1362,internal,No,No,Method of AnimalWireframe,for name: String,CGFloat,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from AnimalWireframe
animalBoneThickness,AnimalWireframe,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,1365-1367,internal,No,No,Method of AnimalWireframe,from connection: PoseConnection,CGFloat,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CameraVisionOverlayView.swift,scan_codebase.py,Method signatures extracted from AnimalWireframe
ingestCapture,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,33-63,internal,Yes,Yes,Method of CaptureToRAGBridge,"
        _ result: CaptureResult,
        to containerId: UUID?,
        ragService: RAGService
    ",,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
ingestImageWithDescription,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,72-118,internal,Yes,Yes,Method of CaptureToRAGBridge,"
        image: CGImage,
        text: String,
        description: String?,
        to containerId: UUID?,
        ragService: RAGService
    ",,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
formatAsMarkdown,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,123-168,internal,No,No,Method of CaptureToRAGBridge,_ result: CaptureResult,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
generateTitle,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,171-181,internal,No,No,Method of CaptureToRAGBridge,from result: CaptureResult,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
generateTitleFromText,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,184-203,internal,No,No,Method of CaptureToRAGBridge,_ text: String,String?,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
sanitizeFilename,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,206-210,internal,No,No,Method of CaptureToRAGBridge,_ name: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
captureTypeLabel,CaptureToRAGBridge,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,213-219,internal,No,No,Method of CaptureToRAGBridge,_ type: CaptureResult.CaptureType,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from CaptureToRAGBridge
analyzeFrame,LiveAnalysisService,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,257-260,internal,Yes,No,Method of LiveAnalysisService,_ pixelBuffer: CVPixelBuffer,FrameAnalysis,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from LiveAnalysisService
analyzeImage,LiveAnalysisService,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,263-400,internal,Yes,No,Method of LiveAnalysisService,_ image: CIImage,FrameAnalysis,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/CaptureToRAGBridge.swift,scan_codebase.py,Method signatures extracted from LiveAnalysisService
configureSession,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,328-355,internal,No,No,Method of SmartCaptureManager,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
start,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,357-362,internal,No,No,Method of SmartCaptureManager,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
stop,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,364-369,internal,No,No,Method of SmartCaptureManager,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
capture,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,371-383,internal,Yes,Yes,Method of SmartCaptureManager,,SmartCaptureResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
analyzeFrame,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,387-448,internal,No,No,Method of SmartCaptureManager,_ image: CGImage,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
checkStability,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,450-471,internal,No,No,Method of SmartCaptureManager,newBounds: CGRect?,Bool,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
performFullAnalysis,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,475-561,internal,Yes,No,Method of SmartCaptureManager,"on image: CGImage, mode: CaptureMode",SmartCaptureResult,,,No,No,No,No,No,No,No,No,No,Low,Medium,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
generateDescription,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,563-600,internal,No,No,Method of SmartCaptureManager,"
        mode: CaptureMode,
        sceneLabels: [String],
        objects: [String],
        hasText: Bool
    ",String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
formatLabel,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,604-610,internal,No,No,Method of SmartCaptureManager,_ identifier: String,String,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
categorize,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,614-640,internal,No,No,Method of SmartCaptureManager,_ identifier: String,Category,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
captureOutput,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,651-666,internal,No,No,Method of SmartCaptureManager,"
        _ output: AVCaptureOutput,
        didOutput sampleBuffer: CMSampleBuffer,
        from connection: AVCaptureConnection
    ",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
photoOutput,SmartCaptureManager,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,670-696,internal,No,No,Method of SmartCaptureManager,"
        _ output: AVCapturePhotoOutput,
        didFinishProcessingPhoto photo: AVCapturePhoto,
        error: Error?
    ",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from SmartCaptureManager
makeUIView,CameraPreview,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,781-785,internal,No,No,Method of CameraPreview,context: Context,PreviewView,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from CameraPreview
updateUIView,CameraPreview,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,787-787,internal,No,No,Method of CameraPreview,"_ view: PreviewView, context: Context",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from CameraPreview
layoutSubviews,CameraPreview,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,808-811,internal,No,No,Method of CameraPreview,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from CameraPreview
layoutSubviews,PreviewView,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,808-811,internal,No,No,Method of PreviewView,,,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from PreviewView
sizeThatFits,CaptureFlowLayout,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,989-992,internal,No,No,Method of CaptureFlowLayout,"proposal: ProposedViewSize, subviews: Subviews, cache: inout ",CGSize,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from CaptureFlowLayout
placeSubviews,CaptureFlowLayout,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,994-1001,internal,No,No,Method of CaptureFlowLayout,"in bounds: CGRect, proposal: ProposedViewSize, subviews: Subviews, cache: inout ",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Camera/DocumentCaptureView.swift,scan_codebase.py,Method signatures extracted from CaptureFlowLayout
makeUIViewController,ActivityView,OpenIntelligence/Features/Chat/Conversation/ActivityView.swift,15-17,internal,No,No,Method of ActivityView,context _: Context,UIActivityViewController,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/ActivityView.swift,scan_codebase.py,Method signatures extracted from ActivityView
updateUIViewController,ActivityView,OpenIntelligence/Features/Chat/Conversation/ActivityView.swift,19-21,internal,No,No,Method of ActivityView,"_: UIActivityViewController, context _: Context",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/ActivityView.swift,scan_codebase.py,Method signatures extracted from ActivityView
makeUIViewController,PhotoPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,49-58,internal,No,No,Method of PhotoPicker,context: Context,PHPickerViewController,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from PhotoPicker
updateUIViewController,PhotoPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,60-60,internal,No,No,Method of PhotoPicker,"_: PHPickerViewController, context _: Context",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from PhotoPicker
makeCoordinator,PhotoPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,62-64,internal,No,No,Method of PhotoPicker,,Coordinator,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from PhotoPicker
picker,PhotoPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,73-122,internal,No,No,Method of PhotoPicker,"_ picker: PHPickerViewController, didFinishPicking results: [PHPickerResult]",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from PhotoPicker
picker,Coordinator,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,73-122,internal,No,No,Method of Coordinator,"_ picker: PHPickerViewController, didFinishPicking results: [PHPickerResult]",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from Coordinator
makeUIViewController,CameraPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,153-159,internal,No,No,Method of CameraPicker,context: Context,UIImagePickerController,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from CameraPicker
updateUIViewController,CameraPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,161-161,internal,No,No,Method of CameraPicker,"_: UIImagePickerController, context _: Context",,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from CameraPicker
makeCoordinator,CameraPicker,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,163-165,internal,No,No,Method of CameraPicker,,Coordinator,,,No,No,No,No,No,No,No,No,No,Low,Low,code_verified,high,OpenIntelligence/Features/Chat/Conversation/AttachmentPicker.swift,scan_codebase.py,Method signatures extracted from CameraPicker
