model_name,file_path,conforms_to,persisted,codable,sendable,identifiable,storage_location_if_persisted,owner_service,used_by,important_fields,schema_or_migration_risk,relevant_docs,evidence_level,confidence,evidence_source,evidence_command_or_file,verification_notes
TokenizedInput,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,Sendable,No,No,Yes,No,,,,"chunkIndex: Int, inputIds: [Int], attentionMask: [Int], tokenTypes: [Int]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGEngine.swift,scan_codebase.py,Parsed model schema
RetrievalLogEntry,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: , timestamp: Date, query: String, containerId: UUID, containerName: String, chunks: [RetrievedChunk]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
RAGAuditFeatureFlags,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,Sendable,No,No,Yes,No,,,,"answerIntent: String, queryWasRewritten: Bool, queryExpansionCount: Int, usedHyDE: Bool, usedIterativeRetrieval: Bool, iterativePassCount: Int, usedQueryRouting: Bool, usedSummaryRouting: Bool, usedParentDocumentRetrieval: Bool, usedCorrectiveRetrieval: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
RAGAuditSnapshot,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: , timestamp: Date, query: String, containerId: UUID, containerName: String, embeddingProviderId: String, embeddingDim: Int, vectorDBKind: VectorDBKind, chunkingTargetWords: Int, chunkingOverlapWords: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
VectorStoreAudit,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: , timestamp: Date, containerId: UUID, containerName: String, expectedDimension: Int, totalChunks: Int, mismatchedDimensions: Int, uniqueDocuments: Int, averageChunkWords: Double, minChunkWords: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
ReembedProgress,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,Sendable,No,No,Yes,No,,,,"completed: Int, total: Int, currentFilename: String, percentage: Double",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
IngestionContext,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,allowsSelfTuningScheduling: Bool,Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
EmbeddingDiagnosticsSnapshot,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"containerId: UUID, containerName: String, embeddingProviderId: String, dimension: Int, autoAdaptEnabled: Bool, retrievalConfig: RetrievalConfig, documentCount: Int, chunkCount: Int, id: UUID",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
PersistedIngestionContext,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"id: UUID, context: IngestionContext",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
PersistedIngestionQueueState,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"items: [IngestionItem], contexts: [PersistedIngestionContext], updatedAt: Date",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
SentenceExtractionResult,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,Sendable,No,No,Yes,No,,,,"context: String, sourcesUsed: Int, sentencesIncluded: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Orchestration/RAGService.swift,scan_codebase.py,Parsed model schema
ContainerVocabulary,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"containerId: UUID, lastUpdated: Date, termFrequencies: [String: Int], specificationCodes: Set<String>, namedEntities: Set<String>, technicalPhrases: Set<String>, documentCount: Int, chunkCount: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ContainerVocabularyService.swift,scan_codebase.py,Parsed model schema
PackedContext,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,Sendable,No,No,Yes,No,,,,"chunks: [DocumentChunk], estimatedTokens: Int, coreChunkCount: Int, contextChunkCount: Int, wasTruncated: Bool, trimmedChunkIds: [UUID]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ContextPackingService.swift,scan_codebase.py,Parsed model schema
CrossReference,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,"Sendable, Hashable",No,No,Yes,No,,,,"type: ReferenceType, rawText: String, targetId: String, range: Range<Int>?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,scan_codebase.py,Parsed model schema
ReferenceType,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,scan_codebase.py,Parsed model schema
ChunkGraphEdges,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,Sendable,No,No,Yes,No,,,,"prevChunkId: UUID?, nextChunkId: UUID?, parentChunkId: UUID?, childChunkIds: [UUID], crossReferences: [CrossReference], referencedChunkIds: [UUID], referencedByChunkIds: [UUID]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/GraphIndexService.swift,scan_codebase.py,Parsed model schema
BM25Snapshot,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,Sendable,No,No,Yes,No,,,,"documentFrequencies: [String: Int], avgDocLength: Float, totalDocuments: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/HybridSearchService.swift,scan_codebase.py,Parsed model schema
RetrievalIteration,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,Sendable,No,No,Yes,No,,,,"iteration: Int, query: String, chunks: [RetrievedChunk], confidence: Float, needsMore: Bool, refinedQuery: String?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,scan_codebase.py,Parsed model schema
IterativeRetrievalResult,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,Sendable,No,No,Yes,No,,,,"allChunks: [RetrievedChunk], mergedContext: String, iterations: Int, confidence: Float, queriesUsed: [String], hitMaxIterations: Bool, totalTime: TimeInterval",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,scan_codebase.py,Parsed model schema
IterativeRetrievalConfig,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,Sendable,No,No,Yes,No,,,,"maxIterations: Int, confidenceThreshold: Float, minChunks: Int, useLLMRefinement: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/IterativeRetrievalService.swift,scan_codebase.py,Parsed model schema
Config,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,Sendable,No,No,Yes,No,,,,"maxSiblingsPerSide: Int, maxExpandedTokens: Int, allowCrossPageExpansion: Bool, minRelevanceForExpansion: Float",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,scan_codebase.py,Parsed model schema
ExpansionResult,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,Sendable,No,No,Yes,No,,,,"originalChunks: [RetrievedChunk], expandedChunks: [RetrievedChunk], addedSiblings: Int, tokensBeforeExpansion: Int, tokensAfterExpansion: Int, expansionRatio: Double",Low,,code_verified,high,OpenIntelligence/Services/RAG/Retrieval/ParentDocumentService.swift,scan_codebase.py,Parsed model schema
CalibrationParameters,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"alpha: Float, beta: Float, gamma: Float, delta: Float, plattA: Float, plattB: Float, conservative: , aggressive: ",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Parsed model schema
CalibratedConfidence,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,Sendable,No,No,Yes,No,,,,"probability: Float, level: ConfidenceLevel, shouldAbstain: Bool, components: ConfidenceComponents, displayText: String, topScore: Float, margin: Float, evidenceCount: Int, rawLogit: Float",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Parsed model schema
ConfidenceLevel,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,"String, Sendable",No,No,Yes,No,,,,displayText: String,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Parsed model schema
ConfidenceComponents,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,Sendable,No,No,Yes,No,,,,"topScore: Float, margin: Float, evidenceCount: Int, rawLogit: Float",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/ConfidenceCalibrationService.swift,scan_codebase.py,Parsed model schema
ScientificDomain,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,"String, CaseIterable, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,scan_codebase.py,Parsed model schema
Classification,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,Sendable,No,No,Yes,No,,,,"domain: ScientificDomain, confidence: Float, matchedKeywords: [String], score: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,scan_codebase.py,Parsed model schema
ClassifiedChunk,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,Sendable,No,No,Yes,No,,,,"chunk: RetrievedChunk, classification: Classification",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,scan_codebase.py,Parsed model schema
Assessment,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,Sendable,No,No,Yes,No,,,,"queryClassification: Classification, dominantDomain: ScientificDomain, allowedDomain: ScientificDomain, classifiedChunks: [ClassifiedChunk], rejectedChunks: [ClassifiedChunk], allowedCoverage: Float, strictModeEnabled: Bool, permitsCrossDomainSynthesis: Bool, crossDomainRisk: String, shouldAbstain: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/DomainIsolationService.swift,scan_codebase.py,Parsed model schema
RAGQualityMetrics,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"timestamp: Date, pipelineVersion: String, embeddingSanityPassed: Bool, embeddingCorrelation: Float, recallAt1: Float, recallAt5: Float, recallAt10: Float, mrr: Float, precision: Float, exactMatchAccuracy: Float",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
RAGBenchmarkCaseResult,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: String, query: String, expectedAnswer: String, actualAnswer: String, queryClass: QueryClass, difficulty: QATestCase.Difficulty, exactMatch: Bool, f1Score: Float, auditSnapshot: RAGAuditSnapshot?",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
QueryClass,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"String, Sendable, Codable, CaseIterable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
RAGBenchmarkPipelineCensus,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,Sendable,No,No,Yes,No,,,,"totalCases: Int, recursiveRAGCases: Int, queryRewriteCases: Int, hydeCases: Int, iterativeCases: Int, summaryRoutingCases: Int, parentDocCases: Int, compressionCases: Int, graphPackingCases: Int, retrievalCascadeCases: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
RAGBenchmarkSuiteResult,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,Sendable,No,No,Yes,No,,,,"timestamp: Date, metrics: RAGQualityMetrics, caseResults: [RAGBenchmarkCaseResult], pipelineCensus: RAGBenchmarkPipelineCensus",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
QATestCase,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"id: String, query: String, expectedAnswer: String, expectedDocumentIds: [String], answerType: AnswerType, difficulty: Difficulty",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
AnswerType,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"String, Sendable, Codable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
Difficulty,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,"String, Sendable, Codable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
EmbeddingSimilarityPair,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,Sendable,No,No,Yes,No,,,,"textA: String, textB: String, expectedSimilarity: Float, category: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/QualityAssuranceService.swift,scan_codebase.py,Parsed model schema
SourceOnlyClaimDraft,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"claimId: String, claimText: String, evidenceLabels: [String], evidenceQuote: String, isCritical: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyDomainBlockDraft,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"domain: String, subject: String, sampleSize: String, intervention: String, route: String, dose: String, duration: String, onset: String, primaryEndpoint: String, controlType: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyAnswerDraft,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"draftAnswer: String, domainBlocks: [SourceOnlyDomainBlockDraft], claims: [SourceOnlyClaimDraft], missingFacets: [String], shouldAbstain: Bool, abstentionReason: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyClaimReview,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,"claimId: String, verdict: String, evidenceLabels: [String], evidenceQuote: String, fidelity: Int, notes: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyReviewBundle,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"Sendable, Codable",No,Yes,Yes,No,,,,reviews: [SourceOnlyClaimReview],Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyClaimVerdict,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyVerifiedClaim,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,Sendable,No,No,Yes,No,,,,"claimId: String, claimText: String, verdict: SourceOnlyClaimVerdict, evidenceLabels: [String], evidenceIds: [String], evidenceQuote: String, fidelity: Float, notes: String?, isCritical: Bool, isSupported: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyAnswerOutcome,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,Sendable,No,No,Yes,No,,,,"finalAnswer: String, structuredAnswer: StructuredAnswer, supportedClaims: [SourceOnlyVerifiedClaim], unsupportedClaims: [SourceOnlyVerifiedClaim], shouldAbstain: Bool, abstentionReason: String?, fidelityScore: Float, warnings: [String]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
SourceOnlyVerificationMode,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
EvidenceRecord,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,Sendable,No,No,Yes,No,,,,"label: String, chunk: RetrievedChunk, classification: DomainIsolationService.Classification, snippet: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/SourceOnlyAnswerService.swift,scan_codebase.py,Parsed model schema
RAGVerificationResult,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Sendable,No,No,Yes,No,,,,"passed: Bool, gateResults: [GateResult], claimResults: [ClaimResult], overallConfidence: Float, shouldAbstain: Bool, abstainReason: String?, gate: VerificationGate, passed: Bool, confidence: Float, details: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
GateResult,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Sendable,No,No,Yes,No,,,,"gate: VerificationGate, passed: Bool, confidence: Float, details: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
ClaimResult,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Sendable,No,No,Yes,No,,,,"claim: String, verdict: Verdict, confidence: Float, details: String, citations: [String], resolvedEvidenceIds: [String]",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
Verdict,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,"String, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
VerificationGate,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,"String, CaseIterable, Sendable",No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
VerificationConfig,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,Sendable,No,No,Yes,No,,,,"tauNormal: Float, tauTouchy: Float, muMargin: Float, semanticGroundingThreshold: Float, touchyCategories: Set<String>",Low,,code_verified,high,OpenIntelligence/Services/RAG/Safety/VerificationGateService.swift,scan_codebase.py,Parsed model schema
AgenticRetrievalQuality,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,Sendable,No,No,Yes,No,,,,"confidenceScore: Float, description: String",Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/AgenticPolicyService.swift,scan_codebase.py,Parsed model schema
RetrievalMetrics,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,Sendable,No,No,Yes,No,,,,"topSimilarity: Float, secondSimilarity: Float, averageTopFive: Float, candidateCount: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,scan_codebase.py,Parsed model schema
RetrievalFilteringDecision,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,Sendable,No,No,Yes,No,,,,"baseMinSimilarity: Float, dynamicMinSimilarity: Float, vocabularyMismatch: Bool, acceptanceOverride: Bool",Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,scan_codebase.py,Parsed model schema
RetrievalCascadeDecision,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,Sendable,No,No,Yes,No,,,,"triggerThreshold: Float, lexicalWeight: Float, vectorWeight: Float, topK: Int",Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,scan_codebase.py,Parsed model schema
AgenticRetrievalStage,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,Sendable,No,No,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/RAG/Tuning/RetrievalPolicyService.swift,scan_codebase.py,Parsed model schema
CachedDocument,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: UUID, url: URL, title: String, content: String, fetchDate: Date, contentHash: String, sourceType: SourceType, wordCount: Int, filename: String, isExpired: Bool",Low,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Parsed model schema
SourceType,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,"String, Codable, Sendable",No,Yes,Yes,No,,,,,Low,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Parsed model schema
CachedDocMetadata,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,"Codable, Identifiable, Sendable",No,Yes,Yes,Yes,,,,"id: UUID, url: URL, title: String, filename: String, fetchDate: Date, contentHash: String, wordCount: Int, sourceType: CachedDocument.SourceType, content: String",Low,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Parsed model schema
DocumentationCacheIndex,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,"Codable, Sendable",No,Yes,Yes,No,,,,"documents: [UUID: CachedDocMetadata], urlToId: [String: UUID], lastUpdated: Date",Low,,code_verified,high,OpenIntelligence/Services/Storage/DocumentationCacheService.swift,scan_codebase.py,Parsed model schema
FTS5SearchResult,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"documentId: UUID, content: String, bm25Score: Double, snippet: String?, highlightedContent: String?",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
FTS5PatternCount,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"documentId: UUID, count: Int, matchPositions: [Range<String.Index>]?",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
StructuredChunkMetadata,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"chunkType: String?, tableTitle: String?, headers: [String], rows: [[String]], searchText: String, extractionQuality: Double, extractionSource: String, lowQualityRowIndices: [Int], rowCount: Int, columnCount: Int",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
SQLiteChunk,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"chunkIndex: Int, pageNumber: Int?, sectionTitle: String?, sectionPath: String?, structureType: String?, content: String",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
PageSearchResult,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"documentId: UUID, pageNumber: Int, content: String, bm25Score: Double, snippet: String",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
ChunkSearchResult,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"chunkId: String, documentId: UUID, containerId: UUID, chunkIndex: Int, pageNumber: Int?, sectionTitle: String?, sectionPath: String?, content: String, bm25Score: Double",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
FTS5Statistics,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"totalDocuments: Int, totalCharacters: Int, totalWords: Int, databaseSizeBytes: Int64, documentsPerContainer: [UUID: Int], averageDocumentSize: Int, largestDocument: (documentId: UUID?, characters: Int), smallestDocument: (documentId: UUID?, characters: Int), indexStatus: String, lastModified: Date?",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
ContainerStat,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: UUID, containerId: UUID, documentCount: Int, totalCharacters: Int, totalWords: Int",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
DocumentStat,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: UUID, documentId: UUID, containerId: UUID, characterCount: Int, wordCount: Int, createdAt: Date",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
FTS5IndexInfo,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"totalTerms: Int, uniqueTerms: Int, averageTermFrequency: Double, compressionRatio: Double",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
DeepDiagnostics,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"databasePath: String, databaseSizeBytes: Int64, walSizeBytes: Int64, shmSizeBytes: Int64, pageSize: Int, pageCount: Int, freePageCount: Int, schemaVersion: Int, userVersion: Int, journalMode: String",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
TableStat,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: String, name: String, rowCount: Int, estimatedSize: Int64",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
TermFrequency,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: String, term: String, documentFrequency: Int, totalOccurrences: Int",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
TermDistribution,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,Sendable,No,No,Yes,No,,,,"bucket: String, termCount: Int",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
DocumentLengthStat,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,"Identifiable, Sendable",No,No,Yes,Yes,,,,"id: UUID, documentId: UUID, characterCount: Int, wordCount: Int, avgWordLength: Double, uniqueWordEstimate: Int",Low,,code_verified,high,OpenIntelligence/Services/Storage/SQLiteFullTextService.swift,scan_codebase.py,Parsed model schema
